기준일,"검체채취
가능여부",시도,시군구,의료기관명,주소,평일 운영시간,토요일 운영시간,"일요일/공휴일
운영시간",대표 전화번호
2020년 11월 02일 16시,○,강원,삼척시,강원도 삼척의료원,강원도 삼척시 오십천로 418,09:00 ~ 18:00,09:00 ~ 12:00,미운영,033-570-7545
2020년 11월 02일 16시,○,강원,속초시,속초시보건소,강원 속초시 교동 980(수복로 36),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-639-2924
2020년 11월 02일 16시,○,강원,속초시,속초의료원,속초시 영랑호반길 3,09:00 ~ 17:00,미운영,미운영,033-630-6122
2020년 11월 02일 16시,○,강원,속초시,속초보광병원,속초시 중앙로 11 ,09:00 ~ 17:30,09:00 ~ 12:30,미운영,033-639-8557
2020년 11월 02일 16시,○,강원,양구군,양구군보건소,강원 양구군 양구읍 하리 34-5 양구군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-480-2550
2020년 11월 02일 16시,○,강원,양구군,양구성심병원,강원 양구군 양구읍 중심로 160 ,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,033-480-8800
2020년 11월 02일 16시,○,강원,양양군,양양군보건소,강원 양양군 양양읍 연창리 203-5 양양군보건소 양양군보건소,09:00 ~ 18:00,09:00 ~ 17:00,09:00 ~ 17:00,033-670-2880
2020년 11월 02일 16시,○,강원,영월군,영월군보건소,강원 영월군 영월읍 하송리 246 영월군 보건소 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-370-2448
2020년 11월 02일 16시,○,강원,영월군,영월의료원,강원 영월군 영월읍 중앙1로 59 영월의료원,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,033-370-9129
2020년 11월 02일 16시,○,강원,원주시,원주시보건소,강원 원주시 일산동 211,09:00 ~ 16:00,09:00 ~ 12:00,미운영,033-737-4065
2020년 11월 02일 16시,○,강원,원주시,연세대학교 원주세브란스기독병원,강원 원주시 일산로 20,09:00 ~ 17:30,미운영,미운영,033-741-1641
2020년 11월 02일 16시,○,강원,원주시,원주의료원,강원 원주시 서원대로 387,09:00 ~ 17:30,미운영,미운영,033-760-4701
2020년 11월 02일 16시,○,강원,인제군,인제군보건소,강원 인제군 인제읍 남북리 789-1 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-461-2425
2020년 11월 02일 16시,○,강원,정선군,정선군보건소,강원 정선군 정선읍 녹송로 33,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,033-560-2739
2020년 11월 02일 16시,○,강원,정선군,근로복지공단정선병원,강원도 정선군 정선읍 봉양1길 146,08:30 ~ 17:30,08:30 ~ 17:30,08:30 ~ 17:30,033-560-7110
2020년 11월 02일 16시,○,강원,철원군,철원군보건소,강원 철원군 갈말읍 군탄리 960-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-450-5950
2020년 11월 02일 16시,○,강원,철원군,철원병원,강원도 철원군 갈말읍 명성로 208,18:00 ~ 09:00,18:00 ~ 09:00,18:00 ~ 09:00,033-450-3300
2020년 11월 02일 16시,○,강원,춘천시,춘천시보건소,강원 춘천시 중앙로3가 67,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-250-4688
2020년 11월 02일 16시,○,강원,춘천시,강원대학교병원,강원 춘천시 백령로 156,08:30 ~ 17:00,00:00 ~ 24:00,00:00 ~ 24:00,033-258-2293
2020년 11월 02일 16시,○,강원,춘천시,한림대학교춘천성심병원,강원도 춘천시 삭주로 77,08:30 ~ 17:00,08:30 ~ 12:00,미운영,033-240-5219
2020년 11월 02일 16시,○,강원,태백시,태백시보건소,강원 태백시 황지동 20-8,08:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,033-552-4000
2020년 11월 02일 16시,○,강원,태백시,근로복지공단태백병원,강원도 태백시 보드미길8,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,033-580-3119
2020년 11월 02일 16시,○,강원,홍천군,홍천군보건소,강원 홍천군 홍천읍 희망리 350 홍천군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-430-4024
2020년 11월 02일 16시,○,강원,홍천군,홍천아산병원,홍천군 산림공원 1길 17,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,033-430-5119
2020년 11월 02일 16시,○,강원,횡성군,횡성군보건소,강원 횡성군 횡성읍 읍하리 598 횡성보건소,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,033-340-5707
2020년 11월 02일 16시,○,강원,횡성군,횡성대성병원,강원도 횡성군 횡성읍 횡성로275,09:00 ~ 17:00,미운영,미운영,033-343-0901
2020년 11월 02일 16시,○,강원,평창군,평창군보건의료원,강원 평창군 평창읍 하리 233 평창군보건의료원,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-330-4800
2020년 11월 02일 16시,○,강원,화천군,화천군보건의료원,강원 화천군 화천읍 중리 242-4 화천군보건의료원 화천보건의료원 화천군보건의료원,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-442-4424
2020년 11월 02일 16시,○,충북,괴산군,괴산군보건소,충북 괴산군 괴산읍 동부리 641 괴산군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-832-4000
2020년 11월 02일 16시,○,충북,괴산군,괴산성모병원,충북 괴산군 괴산읍 임꺽정로 116,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-830-5400
2020년 11월 02일 16시,○,충북,단양군,단양군보건소,충북 단양군 단양읍 상진리 84 단양군 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-420-3201
2020년 11월 02일 16시,○,충북,단양군,단양군립노인요양병원,충북 단양군 단양읍 별곡6길 10,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,043-423-8844
2020년 11월 02일 16시,○,충북,보은군,보은군보건소,충북 보은군 보은읍 삼산리 170-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-540-5613
2020년 11월 02일 16시,○,충북,보은군,보은한양병원,충북 보은군 보은읍 보은로 102,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-544-1500
2020년 11월 02일 16시,○,충북,영동군,영동군보건소,충북 영동군 영동읍 매천리 444-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-740-5612
2020년 11월 02일 16시,○,충북,영동군,영동병원,충북 영동군 영동읍 대학로 106,08:30 ~ 24:00,08:30 ~ 24:00,08:30 ~ 24:00,043-740-9000
2020년 11월 02일 16시,○,충북,옥천군,옥천군보건소,충북 옥천군 옥천읍 삼양리 161-45 관공서(옥천군보건소) ,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,043-730-2112
2020년 11월 02일 16시,○,충북,옥천군,옥천성모병원,충북 옥천군 옥천읍 성왕로 1195,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-730-7000
2020년 11월 02일 16시,○,충북,음성군,음성군보건소,충북 음성군 음성읍 읍내리 406-4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-872-2136
2020년 11월 02일 16시,○,충북,음성군,금왕태성병원,음성군 금왕읍 음성로1230번길 10   ,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-883-8800
2020년 11월 02일 16시,○,충북,제천시,제천시보건소,충청북도 제천시 청전동 110,09:00 ~ 18:00,10:00 ~ 17:00,10:00 ~ 17:00,043-641-3821
2020년 11월 02일 16시,○,충북,제천시,제천 서울병원,충청북도 제천시 숭문로 57,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-642-7609
2020년 11월 02일 16시,○,충북,제천시,명지병원(제천),충북 제천시 내토로 991,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-640-8373
2020년 11월 02일 16시,○,충북,증평군,증평군보건소,충북 증평군 증평읍 내성리 57-2 증평군보건소,09:00 ~ 18:00,09:00 ~ 18:00,미운영,043-835-4220
2020년 11월 02일 16시,○,충북,진천군,진천군보건소,충북 진천군 진천읍 벽암리 570 진천군보건소 본관,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-539-7334
2020년 11월 02일 16시,○,충북,진천군,건명의료재단 진천성모병원,진천읍 중앙북로 36,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-533-1710
2020년 11월 02일 16시,○,충북,청주시,청주시상당보건소,충북 청원군 남일면 효촌리 92-2,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,043-201-3143
2020년 11월 02일 16시,○,충북,청주시,청주한국병원,충청북도 청주시 상당구 단재로 106,08:30 ~ 17:00,08:30 ~ 12:30,미운영,043-222-7000
2020년 11월 02일 16시,○,충북,청주시,청주효성병원,충청북도 청주시 상당구 쇠내로 16,09:00 ~ 17:00,미운영,미운영,043-221-5000
2020년 11월 02일 16시,○,충북,청주시,청주시흥덕보건소,충북 청주시 흥덕구 비하동(강서제1동) 792 흥덕구 보건소 흥덕보건소,9:0 ~ 18:0,9:0 ~ 13:0,9:0 ~ 13:0,"043-201-3342,3326"
2020년 11월 02일 16시,○,충북,청주시,한마음의료재단하나병원,충북 청주시 흥덕구 2순환로 1262,09:30 ~ 16:30,09:30 ~ 10:30,미운영,043-230-6191
2020년 11월 02일 16시,○,충북,청주시,베스티안병원,충청북도 흥덕구 오송읍 오송생명1로 191,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,043-904-8744
2020년 11월 02일 16시,○,충북,청주시,청주시서원보건소,충북 청주시 서원구 사직동(사직1동) 888 서원구청 지하1층 서원보건소,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,043-201-3242
2020년 11월 02일 16시,○,충북,청주시,충청북도 청주의료원,충북 청주시 서원구 흥덕로 48,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-279-0400
2020년 11월 02일 16시,○,충북,충주시,충주시보건소,충북 충주시 문화동 1655 충주시 건강복지타운 충주시 보건소,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,043-850-0460
2020년 11월 02일 16시,○,충북,충주시,건국대학교충주병원,충북 충주시 국원대로82,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-840-8330
2020년 11월 02일 16시,○,충북,충주시,충주의료원,충북 충주시 안림로239-50,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,043-871-0118
2020년 11월 02일 16시,○,충북,청주시,청주시청원보건소,충청북도 청주시 청원구 오창읍 각리 639-1,09:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 18:00,043-201-3442
2020년 11월 02일 16시,○,충북,청주시,청주성모병원,청주시 청원구 주성로173-19,09:00 ~ 16:00,미운영,미운영,043-219-8119
2020년 11월 02일 16시,○,충남,계룡시,계룡시보건소,충남 계룡시 금암동 10-5 계룡시보건소,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 17:00,042-840-3507
2020년 11월 02일 16시,○,충남,공주시,공주시보건소,충남 공주시 교동 120 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-840-8600
2020년 11월 02일 16시,○,충남,공주시,공주의료원,충남 공주시 무령로 77,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,041-962-1111
2020년 11월 02일 16시,○,충남,금산군,금산군보건소,충남 금산군 금산읍 중도리 203-1  금산군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-751-6157
2020년 11월 02일 16시,○,충남,논산시,논산시보건소,충남 논산시 관촉동(취암동) 327-2,09:00 ~ 18:00,09:0 ~ 18:00,09:00 ~ 18:00,041-746-8042
2020년 11월 02일 16시,○,충남,논산시,의료법인백제병원,충남 논산시 시민로294번길 14,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59,041-730-8882
2020년 11월 02일 16시,○,충남,당진시,당진시보건소,충청남도 당진시 채운동 1040,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-360-6004
2020년 11월 02일 16시,○,충남,당진시,당진종합병원,당진시 반촌로 5-15,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,070-7332-8248
2020년 11월 02일 16시,○,충남,보령시,보령시보건소,충남 보령시 남포면 봉덕리 39-1 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-930-0900
2020년 11월 02일 16시,○,충남,보령시,보령아산병원,보령시 죽성로 136,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-930-5333
2020년 11월 02일 16시,○,충남,부여군,부여군보건소,충청남도 부여군 부여읍 구아리 137-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-830-8600
2020년 11월 02일 16시,○,충남,부여군,건양대학교 부여병원,부여군 부여읍 계백로 200,06:00 ~ 22:00,06:00 ~ 22:00,06:00 ~ 22:00,041-837-1200
2020년 11월 02일 16시,○,충남,부여군,성요셉연합의원,부여군 부여읍 사비로 78,08:00 ~ 17:00,08:00 ~ 12:00,미운영,041-835-7582
2020년 11월 02일 16시,○,충남,서산시,서산시보건소,충남 서산시 예천동(석남동) 496-1 서산시보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-661-8100
2020년 11월 02일 16시,○,충남,서산시,충청남도서산의료원,충청남도 서산시 중앙로 149,09:00 ~ 12:00,미운영,미운영,041-689-7119
2020년 11월 02일 16시,○,충남,서천군,서천군보건소,충남 서천군 서천읍 군사리 799 서천군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-950-6940
2020년 11월 02일 16시,○,충남,서천군,서해병원,충남 서천군 서천읍 서천로 184,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,041-951-8282
2020년 11월 02일 16시,○,충남,아산시,아산시보건소,충남 아산시 번영로224번길 20,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-537-3311
2020년 11월 02일 16시,○,충남,아산시,아산충무병원,충남 아산시 문화로 381 ,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,041-536-6666
2020년 11월 02일 16시,○,충남,아산시,현대병원,충남 아산시 시민로 388,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,041-546-3636
2020년 11월 02일 16시,○,충남,예산군,예산군보건소,충남 예산군 예산읍 예산리 777 예산군청 예산군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-339-6062
2020년 11월 02일 16시,○,충남,예산군,예산종합병원,충남 예산군 예산읍 금오대로 94,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,041-330-4000
2020년 11월 02일 16시,○,충남,천안시,천안시서북구보건소,"천안시 서북구 번영로 156, 봉서홀 계단 아래",9:00 ~ 18:00,9:00 ~ 18:00,9:00 ~ 18:00,041-521-2661
2020년 11월 02일 16시,○,충남,천안시,의료법인 영서의료재단 천안충무병원,충청남도 천안시 서북구 다가말3길 8,8:30 ~ 17:30,8:30 ~ 13:00,00:00 ~ 24:00,041-570-7555
2020년 11월 02일 16시,○,충남,천안시,학교법인동은학원 순천향대학교부속천안병원,충청남도 천안시 동남구 순천향6길 31,9:00 ~ 17:00,9:00 ~ 12:30,미운영,1577-7523
2020년 11월 02일 16시,○,충남,천안시,충청남도천안의료원,충청남도 천안시 동남구 충절로 537,9:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,041-570-7033
2020년 11월 02일 16시,○,충남,천안시,단국대학교의과대학부속병원,충남 천안시 동남구 망향로 201 ,9:00 ~ 17:00,00:00 ~ 24:00,00:00 ~ 24:00,041-550-6866
2020년 11월 02일 16시,○,충남,천안시,천안우리병원,충청남도 천안시 동남구 남부대로 350 (청당동,14:00 ~ 17:00,미운영,미운영,041-590-9000
2020년 11월 02일 16시,○,충남,천안시,천안시동남구보건소,충남 천안시 동남구 문화동 112-14,9:0 ~ 18:0,9:0 ~ 18:0,9:0 ~ 18:0,041-521-2661
2020년 11월 02일 16시,○,충남,홍성군,홍성군보건소,충남 홍성군 홍성읍 문화로106,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,041-632-2588
2020년 11월 02일 16시,○,충남,홍성군,홍성의료원,충남 홍성군 홍성읍 조양로 224,08:30 ~ 17:30,미운영,미운영,041-630-6119
2020년 11월 02일 16시,○,충남,청양군,청양군보건의료원,충남 청양군 청양읍 ,08:30 ~ 17:30,미운영,미운영,041-940-4515
2020년 11월 02일 16시,○,충남,태안군,태안군보건의료원,충남 태안군 태안읍 평천리 698-6,00:01 ~ 24:00,00:01 ~ 24:00,00:01 ~ 24:00,041-671-5224
2020년 11월 02일 16시,○,전북,고창군,고창군보건소,전북 고창군 고창읍 율계리 101(전봉준로 90),09:00 ~ 18:00,미운영,미운영,063-560-8716
2020년 11월 02일 16시,○,전북,고창군,고창병원,전북 고창군 고창읍 화신1길 9,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-560-5600
2020년 11월 02일 16시,○,전북,군산시,군산시보건소,전북 군산시 수송동 851-1,9:00 ~ 18:00,09:00 ~ 18:00,9:00 ~ 18:00,063-463-4000
2020년 11월 02일 16시,○,전북,군산시,군산의료원,전라북도 군산시 의료원로27,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-472-5119
2020년 11월 02일 16시,○,전북,군산시,동군산병원,전라북도 군산시 149,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-440-0516
2020년 11월 02일 16시,○,전북,김제시,김제시보건소,전북 김제시 요촌동 423-2,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,063-540-1300
2020년 11월 02일 16시,○,전북,남원시,남원시보건소,전북 남원시 조산동(금동) 455 남원시보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,063-625-1339
2020년 11월 02일 16시,○,전북,남원시,남원의료원,남원시 충정로 365 ,24:00 ~ 24:00,24:00 ~ 24:00,24:00 ~ 24:00,063-620-1347
2020년 11월 02일 16시,○,전북,부안군,부안군보건소,전북 부안군 부안읍 봉덕리 551-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,063-580-3062
2020년 11월 02일 16시,○,전북,부안군,부안성모병원,전북 부안군 부안읍 오정2길 24,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-581-5100
2020년 11월 02일 16시,○,전북,완주군,완주군보건소,전북 완주군 삼례읍 삼봉8로 10-10 완주군보건소 ,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,063-290-3015
2020년 11월 02일 16시,○,전북,익산시,익산시보건소,전북 익산시 신동 142-8 ,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,063-859-4811
2020년 11월 02일 16시,○,전북,익산시,원광대학교병원,전북 익산시 무왕로 895,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-859-1165
2020년 11월 02일 16시,○,전북,익산시,익산병원,전북 익산시 무왕로 969,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-840-9112
2020년 11월 02일 16시,○,전북,전주시,전주시 보건소,전북 전주시 완산구 중앙동4가 30-1(전라감영로 33),9:00 ~ 22:00,9:00 ~ 18:00,9:00 ~ 18:00,063-281-6341
2020년 11월 02일 16시,○,전북,전주시,대자인병원,전주시 덕진구 견훤로 390,9:00 ~ 17:00,미운영,미운영,063-220-2000
2020년 11월 02일 16시,○,전북,전주시,전주병원,전주시 완산구 한두평3길 13,8:30 ~ 17:30,미운영,미운영,063-220-7280
2020년 11월 02일 16시,○,전북,전주시,호성전주병원,전주시 덕진구 동부대로 895,9:00 ~ 17:00,미운영,미운영,063-240-8894
2020년 11월 02일 16시,○,전북,전주시,예수병원,전주시 완산구 서원로 365 ,9:00 ~ 17:00,미운영,미운영,063-230-8282
2020년 11월 02일 16시,○,전북,정읍시,정읍시보건소,전북 정읍시 수성동 958-2,08:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,063-539-6112
2020년 11월 02일 16시,○,전북,정읍시,정읍아산병원,전북 정읍시 충정로 606-22 ,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-530-6230
2020년 11월 02일 16시,○,전북,진안군,진안군보건소,전북 진안군 진안읍 군상리 90-15 진안보건소 진안군보건소,08:30 ~ 18:00,미운영,미운영,063-430-8523
2020년 11월 02일 16시,○,전북,진안군,진안군의료원,진안군 진안읍 진무로 1145,00:00 ~ 12:00,00:00 ~ 12:00,00:00 ~ 12:00,063-430-7119
2020년 11월 02일 16시,○,전북,무주군,무주군보건의료원,전북 무주군 무주읍 당산리 701 ,24:00 ~ 24:00,24:00 ~ 24:00,24:00 ~ 24:00,063-320-8330
2020년 11월 02일 16시,○,전북,순창군,순창군보건의료원,전북 순창군 순창읍 교성로 135,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-650-5352
2020년 11월 02일 16시,○,전북,임실군,임실군보건의료원,전북 임실군 임실읍 이도리 270-8 임실군 보건의료원 (270-8번지),09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,063-640-3119
2020년 11월 02일 16시,○,전북,장수군,장수군보건의료원,전북 장수군 장수읍 장수리 425 장수보건의료원,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,063-350-2662
2020년 11월 02일 16시,○,전남,강진군,강진군보건소,전남 강진군 강진읍 목리 11,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,061-430-3553
2020년 11월 02일 16시,○,전남,강진군,강진의료원,전남 강진군 강진읍 탐진로 5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-433-2167
2020년 11월 02일 16시,○,전남,고흥군,고흥군보건소,전라남도 고흥군 고흥읍 등암리 1258-21번지,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-830-6688
2020년 11월 02일 16시,○,전남,고흥군,고흥종합병원,전남 고흥군 고흥읍 고흥로 1935,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-830-3119
2020년 11월 02일 16시,○,전남,고흥군,녹동현대병원,전남 고흥군 도양읍 차경구렁목길 215,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-840-1119
2020년 11월 02일 16시,○,전남,광양시,광양시보건소,"전남 광양시 광양읍 칠성리 70 광양만권경제자유구역청, 광양시제2청사",09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-797-4015
2020년 11월 02일 16시,○,전남,광양시,광양사랑병원,전라남도 광양시 공영로 71,09:00 ~ 11:30,09:00 ~ 11:30,미운영,061-797-7119
2020년 11월 02일 16시,○,전남,나주시,나주시보건소,전남 나주시 이창동 740-1 ,9:00 ~ 18:00,9:00 ~ 18:00,9:00 ~ 18:00,061-339-2164
2020년 11월 02일 16시,○,전남,나주시,나주종합병원,전남 나주시 영산로 5419,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-330-6112
2020년 11월 02일 16시,○,전남,담양군,담양군보건소,전남 담양군 담양읍 만성리 135,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-380-3967
2020년 11월 02일 16시,○,전남,담양군,담양 사랑병원,담양군 담양읍 천변7길 19,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-380-9119
2020년 11월 02일 16시,○,전남,목포시,목포시보건소,전남 목포시 산정동 1676 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-277-4000
2020년 11월 02일 16시,○,전남,목포시,목포한국병원,전남 목포시 영산로 483,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-270-5900
2020년 11월 02일 16시,○,전남,목포시,목포기독병원,전남 목포시 백년대로 303,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-7211
2020년 11월 02일 16시,○,전남,목포시,목포중앙병원,전남 목포시 영산로 627,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-280-3167
2020년 11월 02일 16시,○,전남,목포시,목포시의료원,전남 목포시 이로로 18,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-6342
2020년 11월 02일 16시,○,전남,목포시,세안종합병원,전남 목포시 고하대로 795-2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-6666
2020년 11월 02일 16시,○,전남,목포시,전남중앙병원,전남 목포시 고하대로 724,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-3555
2020년 11월 02일 16시,○,전남,무안군,무안군보건소,전남 무안군 무안읍 성동리 712-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-450-5021
2020년 11월 02일 16시,○,전남,무안군,대송의료재단 무안병원,전남 무안군 무안읍 몽탄로 65,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-450-3119
2020년 11월 02일 16시,○,전남,보성군,보성군보건소,전남 보성군 보성읍 보성리 827,08:30 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-850-8816
2020년 11월 02일 16시,○,전남,보성군,보성아산병원,전라남도 보성군 미력면 가평길 36-17,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-850-3606
2020년 11월 02일 16시,○,전남,보성군,벌교삼호병원,보성군 벌교읍 남하로 12,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,061-859-5051
2020년 11월 02일 16시,○,전남,순천시,순천시보건소,전남 순천시 석현동 36-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-749-6680
2020년 11월 02일 16시,○,전남,순천시,순천 성가롤로병원,전라남도 순천시 순광로 221,08:30 ~ 11:30,08:30 ~ 11:30,08:30 ~ 11:30,061-720-2061
2020년 11월 02일 16시,○,전남,순천시,순천의료원,전라남도 순천시 서문성터길 2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-759-9139
2020년 11월 02일 16시,○,전남,순천시,순천병원,전라남도 순천시 조례1길 24(조례동),09:00 ~ 17:30,00:00 ~ 24:00,00:00 ~ 24:00,061-720-7126
2020년 11월 02일 16시,○,전남,신안군,신안군보건소,전남 신안군 압해읍 신장리 462-10,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-240-8084
2020년 11월 02일 16시,○,전남,여수시,여수시보건소,"전남 여수시 시청서4길 47(학동, 여수시보건소)",09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-659-4248
2020년 11월 02일 16시,○,전남,여수시,여천전남병원,전남  여수시 무선로 95,09:00 ~ 17:00,09:00 ~ 13:00,미운영,"061-690-6196,6661"
2020년 11월 02일 16시,○,전남,여수시,여수전남병원,"전남 여수시 좌수영로 49(광무동,전남병원)",09:00 ~ 17:00,09:00 ~ 13:00,미운영,"061-640-7127,7130"
2020년 11월 02일 16시,○,전남,여수시,여수한국병원,여수시 여천체육공원길 10,09:00 ~ 17:30,09:00 ~ 12:30,미운영,"061-689-9119,9262"
2020년 11월 02일 16시,○,전남,여수시,여수제일병원,여수시 쌍봉로 70,09:00 ~ 18:00,09:00 ~ 13:00,미운영,"061-689-8101,8846"
2020년 11월 02일 16시,○,전남,영광군,영광군보건소,전라남도 영광군 영광읍 남천리 326-5,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-350-5552
